ISO_Code,Year,EFW,Size of Government,Legal System & Property Rights,Sound Money,Freedom to trade internationally,Regulation,RGDP Per Capita,RGDP Per Capita Lag,Log RGDP Per Capita,Log RGDP Per Capita Lag,North America,Inflation
COD,1/1/03,-0.033924796,0.092570365,-0.009736986,-0.443979086,0.169554461,0.021967264,-20,-17,-0.036567145,-0.030064156,0,2.981574539
COD,1/1/02,-0.112115023,0.513473873,0.105484033,-1.260998738,0.01809053,0.063375188,-14,-20,-0.02641663,-0.036567145,0,3.838284639
COD,1/1/01,-0.717942973,-0.4,-0.000214218,-0.595302976,-2.043572272,-0.550625398,1,-14,0.00191022,-0.02641663,0,3.494464976
COG,1/1/14,-0.080510062,-0.216470588,-0.685546912,0.149623423,0.356470012,-0.006626246,49,298,0.00778214,0.048678563,0,2.621050017
COG,1/1/13,-0.126967351,0.095294118,-0.288932294,-0.949737912,0.297081611,0.211457723,-290,49,-0.046964589,0.00778214,0,3.725326661
COG,1/1/12,-0.204256959,-0.747204279,0.251436882,-0.234408788,-0.186728206,-0.104380404,-82,-290,-0.013689696,-0.046964589,0,4.82239636
COG,1/1/11,0.062878085,0.484636834,0.060127963,-0.145211832,-0.122665782,0.037503239,-74,-82,-0.012517078,-0.013689696,0,3.338979636
COG,1/1/10,0.218641598,0.424533388,0.457951488,0.097194247,-1.00E-04,0.113628867,-3,-74,-0.000510769,-0.012517078,0,2.936231536
COG,1/1/09,0.161849317,-0.077276166,0.588619118,0.035243343,0.004615214,0.258045073,-239,-3,-0.041553131,-0.000510769,0,8.952970203
COG,1/1/08,-0.178647423,-0.055882353,-1.016049749,0.198151552,-0.192307692,0.172851127,-188,-239,-0.033944404,-0.041553131,0,4.816767674
COG,1/1/07,-0.118947505,-0.927760588,-0.046436698,0.418425291,0,-0.03896553,-132,-188,-0.024541109,-0.033944404,0,4.282396048
COG,1/1/06,0.086586126,0.237013277,-0.253213071,0.369402838,0.282835213,-0.203107628,316,-132,0.057775159,-0.024541109,0,4.112183912
COG,1/1/05,-0.109755755,0.411761114,-0.0521653,-0.380085128,-0.321794872,-0.206494589,-93,316,-0.016659588,0.057775159,0,3.382646819
COG,1/1/04,-0.009514566,0.38747499,0.077850344,-0.471006266,-0.035613889,-0.006278009,-177,-93,-0.032494828,-0.016659588,0,3.032139473
COG,1/1/03,-0.033452349,-0.300858177,0.00722264,-0.102234167,0.078188199,0.150419761,14,-177,0.002609021,-0.032494828,0,2.981574539
COG,1/1/02,-0.177717716,0.099346908,-0.23326726,-0.528444852,0.042336654,-0.268560029,114,14,0.020995246,0.002609021,0,3.838284639
COG,1/1/01,0.150309559,0.028560542,0.006859672,0.464020108,0.074555581,0.177551894,-126,114,-0.023231133,0.020995246,0,3.494464976
CRI,1/1/14,-0.029467316,-0.115942388,0.080714811,-0.341530758,0.142042294,0.087379461,-455,-421,-0.033833481,-0.030317353,1,2.621050017
CRI,1/1/13,-0.021879864,-0.02294974,-0.025081545,-0.096283356,-0.015251354,0.050166675,-306,-455,-0.023415256,-0.033833481,1,3.725326661
CRI,1/1/12,0.055217805,0.064930455,0.112896786,-0.031638426,0.032591433,0.097308779,-124,-306,-0.009646877,-0.023415256,1,4.82239636
CRI,1/1/11,0.037201077,0.166277186,-0.085848623,0.062094265,0.067800314,-0.024317758,-426,-124,-0.033869204,-0.009646877,1,3.338979636
CRI,1/1/10,-0.29313474,0.018680878,0.028862052,-1.356874433,-0.046035751,-0.110306448,-352,-426,-0.028878135,-0.033869204,1,2.936231536
CRI,1/1/09,0.138878782,0.469841368,0.143387189,-0.138954101,0.008664828,0.211454627,-410,-352,-0.03472277,-0.028878135,1,8.952970203
CRI,1/1/08,0.021861725,0.138030282,0.236893243,-0.445013438,0.099153878,0.080244661,279,-410,0.023758941,-0.03472277,1,4.816767674
CRI,1/1/07,0.180218275,0.501499479,0.018542216,0.17414013,0.084414639,0.122494913,-366,279,-0.031284603,0.023758941,1,4.282396048
CRI,1/1/06,0.17281864,-0.03877252,-0.005982093,1.303781117,-0.088985137,-0.305948166,-716,-366,-0.064185482,-0.031284603,1,4.112183912
CRI,1/1/05,-0.189761632,-0.145360125,0.045857319,-0.135313489,-0.372290506,-0.341701359,-583,-716,-0.055487852,-0.064185482,1,3.382646819
CRI,1/1/04,-0.340110057,-1.221428438,-0.475097056,0.131634268,-0.08312988,-0.052529181,-234,-583,-0.023167059,-0.055487852,1,3.032139473
CRI,1/1/03,0.177422739,0.024412282,-0.018251012,-0.108474194,0.727512778,0.261913841,-267,-234,-0.027106883,-0.023167059,1,2.981574539
CRI,1/1/02,-0.192376452,-0.284525706,-0.282960413,-0.126094925,-0.113033672,-0.155267541,-251,-267,-0.026170497,-0.027106883,1,3.838284639
CRI,1/1/01,0.113654047,0.241503687,0.201840539,-0.134726183,0.134153582,0.125498611,-152,-251,-0.016187787,-0.026170497,1,3.494464976
CIV,1/1/14,0.160026706,0.110268953,0.056523068,0.010142403,0.061399545,0.561799559,-207,-177,-0.066487799,-0.053543712,0,2.621050017
CIV,1/1/13,-0.063620752,-0.045335903,-0.49361833,-0.158582731,0.55778061,-0.178347408,-188,-207,-0.0644721,-0.066487799,0,3.725326661
CIV,1/1/12,-0.251965532,-0.532321237,-0.68405275,-0.159512197,0.034864118,0.081194409,-187,-188,-0.068537533,-0.0644721,0,4.82239636
CIV,1/1/11,0.01520049,1.099429106,-0.644990457,-0.18696552,-0.017627647,-0.173843034,-192,-187,-0.075626575,-0.068537533,0,3.338979636
CIV,1/1/10,0.001614551,-0.030249577,-0.144695469,0.050453358,-0.002765552,0.135329993,161,-192,0.063796634,-0.075626575,0,2.936231536
CIV,1/1/09,0.040038545,-0.090232914,0.113629892,0.05962911,0.052989856,0.064176778,3,161,0.001150969,0.063796634,0,8.952970203
CIV,1/1/08,-0.156176162,0.042256825,-0.25763434,-0.219884557,-0.101529076,-0.244089663,-27,3,-0.010406723,0.001150969,0,4.816767674
CIV,1/1/07,-0.082777011,-0.045327679,-0.131908717,0.163502518,0.083069956,-0.483221132,-9,-27,-0.003493114,-0.010406723,0,4.282396048
CIV,1/1/06,0.046385745,-0.07945629,-0.040222958,0.318396033,0.027255167,0.005956776,10,-9,0.003880486,-0.003493114,0,4.112183912
CIV,1/1/05,0.126414239,0.727101356,0.114831934,-0.149325362,0.008964078,-0.069500812,16,10,0.006177626,0.003880486,0,3.382646819
CIV,1/1/04,-0.032694612,0.481514483,-0.338592406,0.040359806,-0.169863936,-0.176891005,14,16,0.005374293,0.006177626,0,3.032139473
CIV,1/1/03,0.005433802,-0.077162311,0.090784217,0.112603381,-0.007938348,-0.091117927,30,14,0.011419995,0.005374293,0,2.981574539
CIV,1/1/02,-0.089078235,-0.621570463,0.154590518,-0.054000375,0.039140823,0.03644832,94,30,0.034960794,0.011419995,0,3.838284639
CIV,1/1/01,0.160044166,0.71869647,-0.067038045,0.130526203,0.012699975,0.005336228,107,94,0.038362833,0.034960794,0,3.494464976
HRV,1/1/14,-0.03434953,-0.016470588,-0.092946676,0.018640706,-0.109194438,0.028223345,-414,-678,-0.021241371,-0.03384063,0,2.621050017
HRV,1/1/13,-0.098427482,0.077625635,-0.048607775,-0.037617953,-0.391728772,-0.091808545,14,-414,0.000725727,-0.021241371,0,3.725326661
HRV,1/1/12,0.09781104,0.215398361,0.023941606,0.295620518,-0.025843834,-0.02006145,143,14,0.007382774,0.000725727,0,4.82239636
HRV,1/1/11,-0.018059992,-0.016672778,-0.026939962,-0.047359702,-0.08934122,0.090013704,372,143,0.01895405,0.007382774,0,3.338979636
HRV,1/1/10,-0.219971123,-0.102776086,0.105670119,-1.093857226,0.068307748,-0.077200168,-6,372,-0.000302877,0.01895405,0,2.936231536
HRV,1/1/09,0.095720661,0.403788855,0.020789711,0.076096273,-0.03545128,0.013379747,290,-6,0.01453514,-0.000302877,0,8.952970203
HRV,1/1/08,-0.036849477,0.032336768,0.040792975,-0.401778169,-0.029299837,0.173700881,1576,290,0.075496696,0.01453514,0,4.816767674
HRV,1/1/07,-0.157263787,-0.756135916,0.049312423,0.163624244,0.047134551,-0.290254235,-450,1576,-0.020981747,0.075496696,0,4.282396048
HRV,1/1/06,-0.081136437,-0.198994235,-0.079332387,0.062894205,-0.05685558,-0.13339419,-1055,-450,-0.050988309,-0.020981747,0,4.112183912
HRV,1/1/05,-0.078778814,0.194092002,-0.442538829,-0.11301345,-0.051593311,0.019159515,-927,-1055,-0.047053771,-0.050988309,0,3.382646819
HRV,1/1/04,-0.091354109,0.160322752,-0.208237241,-0.1106758,-0.29758486,-0.000595394,-767,-927,-0.040679081,-0.047053771,0,3.032139473
HRV,1/1/03,-0.072498713,0.141433549,-0.21878697,-0.258833608,0.170194726,-0.196501261,-722,-767,-0.039866153,-0.040679081,0,2.981574539
HRV,1/1/02,-0.055732014,-0.065085604,0.037632748,-0.052708626,-0.147330756,-0.051167834,-940,-722,-0.054405268,-0.039866153,0,3.838284639
HRV,1/1/01,-0.117982643,-0.56148123,0.02398584,0.136945611,0.011024135,-0.200387571,-752,-940,-0.045761209,-0.054405268,0,3.494464976
CYP,1/1/14,-0.35516083,-0.041992576,0.265931345,-2.455571646,0.265615015,0.190213715,-552,-614,-0.022360878,-0.024298782,0,2.621050017
CYP,1/1/13,-0.180878931,0.275277085,-0.043073542,0.0552309,-0.790093118,-0.401735978,108,-552,0.004414477,-0.022360878,0,3.725326661
CYP,1/1/12,0.346641584,-0.439091372,0.059083389,2.232645181,-0.051429973,-0.067999304,1492,108,0.059071198,0.004414477,0,4.82239636
CYP,1/1/11,0.198506771,0.097387761,0.307165119,-0.023226795,0.470768625,0.140439147,1261,1492,0.047341009,0.059071198,0,3.338979636
CYP,1/1/10,0.057381145,0.161901102,0.106173544,-0.059957853,0.04902549,0.029763443,615,1261,0.022300096,0.047341009,0,2.936231536
CYP,1/1/09,-0.020939186,0.044997596,0.062680885,-0.01785646,0.070523695,-0.265041648,366,615,0.013039016,0.022300096,0,8.952970203
CYP,1/1/08,0.116304353,0.449366886,0.133539073,-0.117797648,-0.033393723,0.149807176,1293,366,0.044748724,0.013039016,0,4.816767674
CYP,1/1/07,0.038248734,0.001802469,0.100456826,0.061670671,0.114338829,-0.087025125,-376,1293,-0.012807587,0.044748724,0,4.282396048
CYP,1/1/06,-0.150349924,0.105358935,-0.303862707,-0.168530374,-0.0928552,-0.291860272,-743,-376,-0.025801386,-0.012807587,0,4.112183912
CYP,1/1/05,-0.04939978,-0.406215119,-0.014101364,0.153433665,0.06111665,-0.041232732,-769,-743,-0.027424381,-0.025801386,0,3.382646819
CYP,1/1/04,0.038912842,0.011590052,-0.219809651,0.200946863,0.013943889,0.187893057,-606,-769,-0.022154077,-0.027424381,0,3.032139473
CYP,1/1/03,-0.601828601,-0.372927702,-0.169391447,-1.317258535,-0.961151868,-0.188413454,-834,-606,-0.031314742,-0.022154077,0,2.981574539
CYP,1/1/02,0.025539396,0.059713036,0.065261321,0.039505814,-0.005399448,-0.031383744,-321,-834,-0.012319066,-0.031314742,0,3.838284639
CYP,1/1/01,-0.444878073,-0.668804615,-0.045681352,-1.209105504,-0.022167189,-0.278631702,-562,-321,-0.021940293,-0.012319066,0,3.494464976
CZE,1/1/14,-0.050573645,-0.120192816,-0.109916287,-0.014996874,0.212655182,-0.22041743,-1170,-629,-0.042383829,-0.02206449,0,2.621050017
CZE,1/1/13,-0.109477822,0.479637762,-0.264244231,-0.066111068,-0.71206253,0.015390956,-686,-1170,-0.025712597,-0.042383829,0,3.725326661
CZE,1/1/12,0.076736773,0.115389685,0.078460657,-0.054191679,0.213222825,0.030802378,136,-686,0.005150356,-0.025712597,0,4.82239636
CZE,1/1/11,-0.143805613,-0.400096169,0.122787348,0.036489564,-0.202906736,-0.275302071,251,136,0.009436338,0.005150356,0,3.338979636
CZE,1/1/10,-0.02916648,-0.023141529,-0.022985755,-0.02723859,0.070143356,-0.142609881,-471,251,-0.017781099,0.009436338,0,2.936231536
CZE,1/1/09,-0.029635504,-0.207163007,0.168982006,0.028372311,0.056729772,-0.195098603,-514,-471,-0.019772156,-0.017781099,0,8.952970203
CZE,1/1/08,0.054731456,0.271950633,0.075666996,-0.340981608,0.026217458,0.2408038,1464,-514,0.055317819,-0.019772156,0,4.816767674
CZE,1/1/07,-0.02004645,-0.023642448,-0.189573635,0.186569174,0.052984559,-0.126569897,-497,1464,-0.018438318,0.055317819,0,4.282396048
CZE,1/1/06,-0.150444926,-0.572153352,-0.06249702,-0.020675757,-0.002960256,-0.093938243,-1251,-497,-0.047974232,-0.018438318,0,4.112183912
CZE,1/1/05,-0.056943417,-0.055518234,-0.105513672,-0.256112678,0.101241288,0.03118621,-1574,-1251,-0.063826434,-0.047974232,0,3.382646819
CZE,1/1/04,-0.072561211,0.022352021,-0.022767591,-0.044506886,0.142967894,-0.460851494,-1414,-1574,-0.061032962,-0.063826434,0,3.032139473
CZE,1/1/03,-0.103024093,-0.489791371,-0.047941939,0.111714763,-0.115695786,0.026593868,-1053,-1414,-0.048000464,-0.061032962,0,2.981574539
CZE,1/1/02,0.100589377,0.874336522,-0.097664308,-0.236434006,0.085683888,-0.122975213,-750,-1053,-0.035650163,-0.048000464,0,3.838284639
CZE,1/1/01,-0.091182685,-0.047546987,0.091180457,0.254916087,0.013394032,-0.767857012,-374,-750,-0.01826401,-0.035650163,0,3.494464976
DNK,1/1/14,0.064632769,-0.021101605,-0.042265088,0.100875314,0.190973537,0.09468169,-394,-201,-0.008866344,-0.004493084,0,2.621050017
DNK,1/1/13,-0.118248238,-0.217813322,-0.115620165,0.05677469,-0.29126058,-0.023321816,-508,-394,-0.011548995,-0.008866344,0,3.725326661
DNK,1/1/12,-0.093606157,0.102518824,-0.108654632,-0.158479661,-0.11752729,-0.185888026,-223,-508,-0.005112169,-0.011548995,0,4.82239636
DNK,1/1/11,0.104306071,0.049631041,0.183295611,0.065870709,0.094147263,0.12858573,65,-223,0.001492795,-0.005112169,0,3.338979636
DNK,1/1/10,0.071482122,-0.244027127,0.501632359,-0.07847271,0.089145498,0.089132589,-397,65,-0.009152485,0.001492795,0,2.936231536
DNK,1/1/09,-0.112355128,-0.259472669,-0.140584417,-0.101458555,-0.052828789,-0.007431209,-605,-397,-0.014110857,-0.009152485,0,8.952970203
DNK,1/1/08,0.202824519,0.693843565,0.261021591,-0.128838922,0.082073529,0.106022835,2437,-605,0.055664438,-0.014110857,0,4.816767674
DNK,1/1/07,0.092735006,0.108500928,0.218902475,-0.005275384,0.141930793,-0.000383784,498,2437,0.011003447,0.055664438,0,4.282396048
DNK,1/1/06,-0.009938954,-0.020381037,0.023578344,-0.004055349,-0.039976566,-0.008860161,-209,498,-0.004603177,0.011003447,0,4.112183912
DNK,1/1/05,-0.061931508,-0.468615571,-0.039238633,0.13565662,0.023346584,0.039193461,-1563,-209,-0.035113396,-0.004603177,0,3.382646819
DNK,1/1/04,0.080851964,0.316658799,-0.211390741,0.15460897,0.28101251,-0.136629718,-880,-1563,-0.020325903,-0.035113396,0,3.032139473
DNK,1/1/03,0.013318306,-0.039668201,0.124978802,0.086126089,0.125903002,-0.230748162,-1006,-880,-0.023753862,-0.020325903,0,2.981574539
DNK,1/1/02,-0.102799152,-0.442337201,-0.144925392,0.011596751,-0.019026753,0.080696837,-49,-1006,-0.001171534,-0.023753862,0,3.838284639
DNK,1/1/01,-0.054332051,0.237224389,-0.055488964,-0.017182163,0.125315518,-0.561529036,-61,-49,-0.001460361,-0.001171534,0,3.494464976
DOM,1/1/14,0.022467375,-0.017078109,0.278788295,0.018501104,-0.221776365,0.053901947,-745,-727,-0.055654975,-0.05147857,1,2.621050017
DOM,1/1/13,-0.025461183,0.073104098,0.009822188,-0.037990015,-0.031188589,-0.141053597,-766,-745,-0.060648629,-0.055654975,1,3.725326661
DOM,1/1/12,-0.196647863,0.058490791,-0.147559945,-0.069938174,-0.295099938,-0.529132049,-403,-766,-0.033448489,-0.060648629,1,4.82239636
DOM,1/1/11,0.147530719,0.068627808,0.005775982,-0.106216519,0.052211175,0.717255147,-169,-403,-0.01436672,-0.033448489,1,3.338979636
DOM,1/1/10,-0.024964287,-0.05071136,0.008114275,-0.073667219,0.040909389,-0.049466519,-198,-169,-0.017098862,-0.01436672,1,2.936231536
DOM,1/1/09,-0.213153862,0.175330983,0.140427878,-1.120438253,-0.176576304,-0.084513614,-736,-198,-0.066252965,-0.017098862,1,8.952970203
DOM,1/1/08,-0.484000087,-0.358127351,0.005818073,-2.206928968,0.092718022,0.046519788,47,-736,0.004364589,-0.066252965,1,4.816767674
DOM,1/1/07,0.066874426,0.088952968,-0.083775693,0.056732892,0.168910188,0.103551774,-190,47,-0.017762456,0.004364589,1,4.282396048
DOM,1/1/06,0.144142398,1.172285459,0.066360242,-0.392781527,-0.135906852,0.010754666,-690,-190,-0.067296518,-0.017762456,1,4.112183912
DOM,1/1/05,0.090122813,0.604267967,0.00951453,0.292577524,-0.409322394,-0.046423561,-827,-690,-0.087121442,-0.067296518,1,3.382646819
DOM,1/1/04,-0.728249231,-0.277712342,-0.714905778,-2.183742207,-0.178842837,-0.286042992,-646,-827,-0.073760884,-0.087121442,1,3.032139473
DOM,1/1/03,0.538247846,-0.454720308,0.347169378,2.258587822,0.072843468,0.467358872,18,-646,0.002130683,-0.073760884,1,2.981574539
DOM,1/1/02,0.442572408,0.042838776,0.167155462,2.231766019,0.011008029,-0.239906245,157,18,0.018394286,0.002130683,1,3.838284639
DOM,1/1/01,0.071413054,0.621331221,-0.195168638,-0.180135877,-0.007259056,0.118297621,-335,157,-0.039666598,0.018394286,1,3.494464976
ECU,1/1/14,-0.41994428,-0.414766849,0.038699143,-1.234171425,-0.287260656,-0.202221612,131,378,0.011941257,0.035278014,0,2.621050017
ECU,1/1/13,0.234782444,0.032352941,-0.17595703,-0.067825252,0.961168311,0.424173249,-276,131,-0.025327102,0.011941257,0,3.725326661
ECU,1/1/12,0.119865749,0.441748419,0.464622636,-0.214136322,-0.066224114,-0.026681872,-362,-276,-0.034222075,-0.025327102,0,4.82239636
ECU,1/1/11,-0.155101154,0.035294118,-0.465817894,-0.083359952,-0.152555749,-0.109066294,-413,-362,-0.040529513,-0.034222075,0,3.338979636
ECU,1/1/10,-0.014226252,0.154705882,-0.005911405,-0.119635081,-0.113653072,0.013362418,-593,-413,-0.061225704,-0.040529513,0,2.936231536
ECU,1/1/09,0.022520934,0.454705882,-0.015940857,-0.020653659,-0.133001019,-0.172505677,-184,-593,-0.019785592,-0.061225704,0,8.952970203
ECU,1/1/08,0.080068605,0.416470588,-0.000314153,-0.254333003,0.395113413,-0.156593821,87,-184,0.00940395,-0.019785592,0,4.816767674
ECU,1/1/07,-0.184128331,0.130697615,-0.16825148,-1.062848786,0.218491873,-0.038730878,-419,87,-0.046125616,0.00940395,0,4.282396048
ECU,1/1/06,0.137141067,0.59494867,-0.00179379,0.014823843,-0.03321117,0.11093778,-54,-419,-0.006102403,-0.046125616,0,4.112183912
ECU,1/1/05,-0.048502029,0.001764706,-0.023957509,-0.32186755,0.099806092,0.001744117,-215,-54,-0.024672776,-0.006102403,0,3.382646819
ECU,1/1/04,-0.225526219,0.058111877,-0.420181681,-0.604433227,-0.034675868,-0.126452194,-253,-215,-0.02983536,-0.024672776,0,3.032139473
ECU,1/1/03,0.559089632,0.721336045,0.136462017,1.687549422,0.108571828,0.141528848,-460,-253,-0.056637489,-0.02983536,0,2.981574539
ECU,1/1/02,0.01236618,-0.052109213,0.128475019,0.279872763,-0.045716292,-0.248691375,-61,-460,-0.007757399,-0.056637489,0,3.838284639
ECU,1/1/01,-0.51794861,0.04400698,-0.223862241,-1.32133081,0.264565739,-1.353122717,-191,-61,-0.024686229,-0.007757399,0,3.494464976
EGY,1/1/14,0.299480157,-0.119984869,0.058026271,1.301283152,0.310516596,-0.052440364,-143,-192,-0.012897586,-0.017059499,0,2.621050017
EGY,1/1/13,0.224713159,0.615570933,-0.223657111,0.08817676,0.64978333,-0.006308116,-241,-143,-0.022120125,-0.012897586,0,3.725326661
EGY,1/1/12,0.181904992,0.850197252,0.20589268,0.299886448,-0.403669732,-0.042781687,-8,-241,-0.000742735,-0.022120125,0,4.82239636
EGY,1/1/11,0.058523553,-0.350921668,0.43618873,-0.153750113,0.083992259,0.277108555,-30,-8,-0.00279018,-0.000742735,0,3.338979636
EGY,1/1/10,0.163122474,0.0450849,0.606040238,-0.254307858,0.081230726,0.337564366,248,-30,0.022834985,-0.00279018,0,2.936231536
EGY,1/1/09,-0.091173435,-0.53081263,0.165124811,-0.146583268,-0.022066052,0.078469962,-316,248,-0.029188366,0.022834985,0,8.952970203
EGY,1/1/08,0.091287947,0.338260034,0.301485782,-0.409179106,0.144856929,0.081016098,-232,-316,-0.021985155,-0.029188366,0,4.816767674
EGY,1/1/07,0.161092313,0.111168095,0.419444312,0.424406175,0.063798635,-0.213355651,-367,-232,-0.035796478,-0.021985155,0,4.282396048
EGY,1/1/06,-0.201825947,-0.619163948,-0.302026606,0.058475982,-0.137202549,-0.009212614,-452,-367,-0.045924364,-0.035796478,0,4.112183912
EGY,1/1/05,-0.097126241,-0.018096389,-0.287081136,0.108485733,-0.132528851,-0.15641056,-327,-452,-0.034590153,-0.045924364,0,3.382646819
EGY,1/1/04,-0.24299157,-0.281199335,-0.751679654,-0.195814821,-0.259988609,0.273724567,-197,-327,-0.021431334,-0.034590153,0,3.032139473
EGY,1/1/03,-0.085926478,0.022529328,0.123107796,0.628893462,-1.224119749,0.019956775,-134,-197,-0.014844628,-0.021431334,0,2.981574539
EGY,1/1/02,0.09504442,0.085747236,0.119473124,0.399046079,0.108277454,-0.237321794,-56,-134,-0.006269613,-0.014844628,0,3.838284639
EGY,1/1/01,0.393156508,1.025775781,-0.17224957,-0.103756861,1.33199196,-0.115978772,-71,-56,-0.008005906,-0.006269613,0,3.494464976
SLV,1/1/14,0.209374864,0.031975708,0.447650108,0.121582405,0.343845331,0.101820767,-174,-171,-0.021691202,-0.020868412,1,2.621050017
SLV,1/1/13,-0.161661471,-0.051133863,0.252191549,-0.184192034,-0.414879887,-0.410293118,-90,-174,-0.011406968,-0.021691202,1,3.725326661
SLV,1/1/12,-0.050092001,0.234630795,-0.379353261,-0.209815019,-0.428765509,0.532842991,-119,-90,-0.015285122,-0.011406968,1,4.82239636
SLV,1/1/11,0.061593678,-0.017296228,-0.131792198,-0.179312678,0.160025077,0.47634442,-119,-119,-0.015522388,-0.015285122,1,3.338979636
SLV,1/1/10,0.06049988,0.016424106,-0.042987277,0.119131944,0.115163461,0.094767166,-141,-119,-0.018709496,-0.015522388,1,2.936231536
SLV,1/1/09,0.09503749,0.011619609,0.168534885,0.023155997,0.161565753,0.110311207,-74,-141,-0.009961046,-0.018709496,1,8.952970203
SLV,1/1/08,0.225962533,0.081733808,0.293215662,-0.007900541,0.296756271,0.466007465,269,-74,0.035744189,-0.009961046,1,4.816767674
SLV,1/1/07,0.09450776,0.540059497,-0.11586762,0.08428624,-0.026768262,-0.009171053,-65,269,-0.008520731,0.035744189,1,4.282396048
SLV,1/1/06,-0.073375851,-0.224063841,0.208331481,0.021986658,-0.099187847,-0.273945705,-267,-65,-0.035782712,-0.008520731,1,4.112183912
SLV,1/1/05,-0.09996931,-0.396137954,0.000740386,0.257363328,-0.14489473,-0.216917579,-259,-267,-0.035978601,-0.035782712,1,3.382646819
SLV,1/1/04,0.00770068,0.528576242,-0.156855779,0.030714138,0.019408883,-0.383340084,-219,-259,-0.031465853,-0.035978601,1,3.032139473
SLV,1/1/03,-0.04340998,-0.431965783,0.088708872,-0.07070342,0.240473279,-0.043562846,-107,-219,-0.015741406,-0.031465853,1,2.981574539
SLV,1/1/02,-0.062051968,-0.027180683,0.020523339,-0.046017972,-0.014911298,-0.242673225,-131,-107,-0.019615812,-0.015741406,1,3.838284639
SLV,1/1/01,0.063880351,0.002077901,0.027623858,0.022487349,0.126224468,0.140988176,-132,-131,-0.020162589,-0.019615812,1,3.494464976
EST,1/1/14,-0.137912884,0.01674639,-0.210328808,-0.35999194,0.005329808,-0.141319871,-347,-364,-0.014268628,-0.014752041,0,2.621050017
EST,1/1/13,-0.095946389,0.046237755,-0.037865726,-0.369758117,-0.292409569,0.174063711,-710,-347,-0.029845433,-0.014268628,0,3.725326661
EST,1/1/12,0.039771731,0.216760272,-0.022000369,0.083457729,-0.016314053,-0.063044923,-410,-710,-0.017649289,-0.029845433,0,4.82239636
EST,1/1/11,0.057398245,0.147256214,0.022915897,0.101603105,0.078706567,-0.063490557,-1029,-410,-0.045717932,-0.017649289,0,3.338979636
EST,1/1/10,0.076173833,-0.1250907,0.03054913,0.489258421,0.093893775,-0.10774146,-1615,-1029,-0.076253922,-0.045717932,0,2.936231536
EST,1/1/09,-0.10567511,-0.381707004,-0.033303719,0.075319497,0.009339035,-0.198023357,-496,-1615,-0.024636192,-0.076253922,0,8.952970203
EST,1/1/08,0.02679367,0.649184164,0.068883177,-0.433636486,0.011347816,-0.161810321,3389,-496,0.157363857,-0.024636192,0,4.816767674
EST,1/1/07,0.091943141,0.253641772,0.001929875,0.125344137,0.058586879,0.020213041,1267,3389,0.053006112,0.157363857,0,4.282396048
EST,1/1/06,0.095881728,0.351639523,-0.125774085,0.121647047,-0.012753904,0.144650058,-1868,1267,-0.079167042,0.053006112,0,4.112183912
EST,1/1/05,-0.001890631,-0.031807529,0.033653752,0.108566598,-0.010779859,-0.109086117,-2233,-1868,-0.103676206,-0.079167042,0,3.382646819
EST,1/1/04,-0.054235042,-0.237481503,-0.4820539,0.101316858,0.149900381,0.197142951,-1859,-2233,-0.095349318,-0.103676206,0,3.032139473
EST,1/1/03,-0.1064717,-0.585616262,0.273566397,0.073421015,-0.103235577,-0.190494072,-1204,-1859,-0.066988332,-0.095349318,0,2.981574539
EST,1/1/02,-0.11261922,0.068619922,-0.112423549,-0.363521927,-0.070196204,-0.085574341,-1301,-1204,-0.077815359,-0.066988332,0,3.838284639
EST,1/1/01,-0.056519357,-0.057572618,-0.20476805,-0.045453436,0.223413915,-0.198216596,-1017,-1301,-0.065347457,-0.077815359,0,3.494464976
ETH,1/1/14,0.013813933,-0.008235294,-0.113759766,-0.023524918,0.003773221,0.210816421,-94,-82,-0.062437275,-0.05145426,0,2.621050017
ETH,1/1/13,0.053447366,0.478823529,0.008702202,-0.308137879,0.3126249,-0.224775925,-94,-94,-0.066596841,-0.062437275,0,3.725326661
ETH,1/1/12,0.034177809,0.066285621,0.595947947,-0.485792421,-0.052873292,0.04732119,-78,-94,-0.0588405,-0.066596841,0,4.82239636
ETH,1/1/11,-0.250042687,-1.02675054,0.223160421,-0.463851323,-0.098790713,0.116018719,-88,-78,-0.070826053,-0.0588405,0,3.338979636
ETH,1/1/10,0.248601492,-0.057328912,0.020776252,1.183997706,0.133040013,-0.037477598,-102,-88,-0.088908695,-0.070826053,0,2.936231536
ETH,1/1/09,0.161738515,0.275880818,0.026298281,0.372738103,0.055958133,0.077817238,-71,-102,-0.066911435,-0.088908695,0,8.952970203
ETH,1/1/08,-0.438279177,0.187933852,-0.196809692,-1.89482006,-0.050581898,-0.237118084,-61,-71,-0.061294924,-0.066911435,0,4.816767674
ETH,1/1/07,0.3934726,-0.084213052,-0.008218139,1.874079881,0.151732024,0.033982286,-60,-61,-0.064193158,-0.061294924,0,4.282396048
ETH,1/1/06,-0.065806934,-0.20531836,-0.083445899,0.013158992,-0.029231979,-0.024197424,-61,-60,-0.069782449,-0.064193158,0,4.112183912
ETH,1/1/05,-0.142586798,-0.020269938,-0.382101613,-0.092498025,-0.360395894,0.142331479,-56,-61,-0.068654405,-0.069782449,0,3.382646819
FIN,1/1/14,0.090223205,0.257438164,-0.006151239,-0.063893546,0.140419253,0.123303395,22,-403,0.000597064,-0.010880971,0,2.621050017
